candidate_id,name,experience_years,education_level,in_salary_expectation,in_preferred_seniority,in_preferred_industries,in_preferred_locations,in_true_skills,resume_skills_raw,in_quality_score
C01903,Candidate_1903,9,Bachelor,137279,Senior,"[""Technology"", ""Consulting""]","[""Los Angeles, CA""]","[""TensorFlow"", ""Tableau"", ""Statistics"", ""Docker""]","[""TensorFlow"", ""Tableau"", ""statistical analysis"", ""k8s""]",0.821
C01904,Candidate_1904,18,Bachelor,194033,Lead,"[""Consulting"", ""Manufacturing"", ""Retail""]","[""Austin, TX"", ""Los Angeles, CA"", ""Chicago, IL""]","[""SQL"", ""Excel"", ""R""]","[""postgres"", ""Excel"", ""R programming""]",0.345
C01905,Candidate_1905,19,Associate,198176,Lead,"[""Transportation""]","[""Chicago, IL""]","[""R"", ""Cloud"", ""Docker"", ""Statistics"", ""Leadership"", ""Communication""]","[""R"", ""gcp"", ""k8s"", ""stats"", ""Leadership"", ""Communication""]",0.645
C01906,Candidate_1906,0,Bachelor,84861,Entry,"[""Healthcare"", ""Consulting""]","[""Austin, TX"", ""New York, NY""]","[""Communication"", ""Project Management"", ""Excel"", ""Tableau"", ""TensorFlow"", ""Python""]","[""agile"", ""spreadsheets"", ""Tableau"", ""TensorFlow"", ""python""]",0.672
C01907,Candidate_1907,8,Associate,150717,Senior,"[""Education"", ""Manufacturing"", ""Healthcare""]","[""Denver, CO"", ""Austin, TX"", ""Los Angeles, CA""]","[""Java"", ""Machine Learning"", ""Communication"", ""R"", ""Data Analysis"", ""Statistics"", ""Cloud""]","[""Java"", ""deep learning"", ""Communication"", ""R"", ""data analysis"", ""statistical analysis""]",0.263
C01908,Candidate_1908,0,Master,86683,Entry,"[""Finance""]","[""San Francisco, CA""]","[""Python"", ""TensorFlow"", ""Data Analysis"", ""Java"", ""R"", ""Statistics"", ""Leadership""]","[""Python3"", ""pytorch"", ""data analytics"", ""Java"", ""R"", ""Statistics"", ""Leadership""]",0.421
C01909,Candidate_1909,10,Bachelor,189632,Lead,"[""Education"", ""Media"", ""Transportation""]","[""Chicago, IL"", ""Seattle, WA""]","[""Cloud"", ""Docker"", ""Data Analysis"", ""Communication"", ""TensorFlow""]","[""azure"", ""Docker"", ""data analysis"", ""communication"", ""tensorflow""]",0.514
C01910,Candidate_1910,9,PhD,151049,Senior,"[""Technology"", ""Energy""]","[""San Francisco, CA"", ""Atlanta, GA""]","[""Java"", ""Tableau"", ""Python"", ""Statistics""]","[""Java"", ""dataviz"", ""Python"", ""statistical analysis""]",0.6
C01911,Candidate_1911,5,Bachelor,144445,Senior,"[""Transportation"", ""Media""]","[""Remote""]","[""TensorFlow"", ""Java"", ""Leadership"", ""Docker"", ""NLP""]","[""tf"", ""Java"", ""team lead"", ""NLP""]",0.71
C01912,Candidate_1912,2,Bachelor,123203,Mid,"[""Energy"", ""Media"", ""Finance""]","[""New York, NY"", ""Seattle, WA"", ""San Francisco, CA""]","[""Docker"", ""NLP"", ""Tableau"", ""Statistics"", ""JavaScript"", ""R"", ""Communication""]","[""Docker"", ""nlp"", ""data visualization"", ""statistics"", ""react"", ""r"", ""presentation""]",0.463
C01913,Candidate_1913,10,Bachelor,233152,Lead,"[""Healthcare"", ""Retail""]","[""Los Angeles, CA"", ""Chicago, IL"", ""New York, NY"", ""Remote""]","[""NLP"", ""Java"", ""Data Analysis"", ""Cloud"", ""Excel""]","[""natural language processing"", ""data analytics"", ""spreadsheets""]",0.467
C01914,Candidate_1914,15,Master,179635,Lead,"[""Retail"", ""Manufacturing"", ""Transportation""]","[""Boston, MA"", ""Los Angeles, CA""]","[""Data Analysis"", ""NLP"", ""Python"", ""Statistics"", ""Machine Learning"", ""Java""]","[""data analysis"", ""python"", ""stats"", ""Machine Learning"", ""java""]",0.849
C01915,Candidate_1915,4,Bachelor,91496,Mid,"[""Energy"", ""Technology""]","[""Seattle, WA""]","[""Leadership"", ""Machine Learning"", ""JavaScript""]","[""leadership"", ""AI/ML"", ""js""]",0.441
C01916,Candidate_1916,6,Master,124600,Senior,"[""Manufacturing"", ""Healthcare""]","[""Boston, MA"", ""Denver, CO"", ""San Francisco, CA""]","[""TensorFlow"", ""Project Management"", ""Communication"", ""Tableau"", ""JavaScript""]","[""tf"", ""project management"", ""Communication"", ""tableau"", ""javascript""]",0.665
C01917,Candidate_1917,14,Master,170534,Lead,"[""Finance"", ""Healthcare""]","[""Denver, CO"", ""San Francisco, CA"", ""Austin, TX"", ""Boston, MA""]","[""Project Management"", ""Tableau"", ""Python""]","[""Project Management"", ""data visualization"", ""Python""]",0.602
C01918,Candidate_1918,15,Bachelor,242436,Lead,"[""Healthcare"", ""Manufacturing""]","[""San Francisco, CA"", ""Seattle, WA"", ""New York, NY"", ""Remote""]","[""Cloud"", ""Java"", ""Excel"", ""NLP"", ""Data Analysis"", ""Python"", ""Project Management""]","[""Cloud"", ""java"", ""excel"", ""NLP"", ""Data Analysis"", ""Python3"", ""agile""]",0.475
C01919,Candidate_1919,20,Bachelor,217238,Lead,"[""Energy""]","[""San Francisco, CA"", ""Boston, MA"", ""Austin, TX"", ""Chicago, IL""]","[""Cloud"", ""NLP"", ""Statistics"", ""Communication"", ""Python""]","[""cloud"", ""stats"", ""presentation"", ""Python3""]",0.588
C01920,Candidate_1920,8,Bachelor,157570,Senior,"[""Retail""]","[""Chicago, IL"", ""Denver, CO"", ""Boston, MA"", ""Los Angeles, CA""]","[""Leadership"", ""TensorFlow"", ""Java"", ""Tableau"", ""Project Management""]","[""people management"", ""tensorflow"", ""tableau"", ""PM""]",0.676
C01921,Candidate_1921,16,Master,153089,Lead,"[""Education"", ""Retail""]","[""Austin, TX""]","[""SQL"", ""Machine Learning"", ""Excel"", ""Tableau""]","[""deep learning"", ""spreadsheets"", ""Tableau""]",0.732
C01922,Candidate_1922,2,Bachelor,90648,Mid,"[""Media"", ""Consulting"", ""Energy""]","[""New York, NY""]","[""Communication"", ""JavaScript"", ""TensorFlow""]","[""presentation"", ""JavaScript""]",0.687
C01923,Candidate_1923,5,Master,157751,Senior,"[""Energy""]","[""San Francisco, CA"", ""Chicago, IL"", ""Seattle, WA"", ""Remote""]","[""JavaScript"", ""Docker"", ""Leadership"", ""TensorFlow"", ""Python""]","[""javascript"", ""Leadership"", ""tf""]",0.491
C01924,Candidate_1924,20,Master,195421,Lead,"[""Healthcare""]","[""Remote"", ""Denver, CO""]","[""SQL"", ""Project Management"", ""Leadership"", ""Python"", ""Statistics""]","[""SQL"", ""scrum"", ""leadership"", ""py"", ""statistics""]",0.244
C01925,Candidate_1925,3,Bachelor,92868,Mid,"[""Finance"", ""Consulting""]","[""Los Angeles, CA"", ""Denver, CO"", ""Chicago, IL""]","[""Data Analysis"", ""Leadership"", ""Python"", ""R"", ""Communication""]","[""team lead"", ""Python"", ""communication""]",0.335
C01926,Candidate_1926,8,Master,119937,Senior,"[""Transportation"", ""Manufacturing"", ""Media""]","[""Chicago, IL"", ""Denver, CO""]","[""Java"", ""Data Analysis"", ""JavaScript"", ""Leadership"", ""R""]","[""Java"", ""js"", ""team lead"", ""R""]",0.693
C01927,Candidate_1927,11,Associate,168012,Lead,"[""Education"", ""Energy"", ""Technology""]","[""San Francisco, CA""]","[""Cloud"", ""R"", ""Machine Learning"", ""Communication"", ""NLP"", ""Python"", ""Tableau""]","[""cloud"", ""r"", ""ML"", ""communication"", ""nlp"", ""py"", ""Tableau""]",0.381
C01928,Candidate_1928,11,Bachelor,216818,Lead,"[""Manufacturing"", ""Consulting""]","[""Denver, CO"", ""San Francisco, CA"", ""Chicago, IL"", ""New York, NY""]","[""TensorFlow"", ""Project Management"", ""Leadership"", ""R"", ""Python""]","[""PM"", ""leadership"", ""R"", ""python""]",0.731
C01929,Candidate_1929,10,Bachelor,216762,Lead,"[""Finance"", ""Manufacturing""]","[""Atlanta, GA""]","[""Python"", ""Leadership"", ""NLP"", ""Excel"", ""TensorFlow"", ""SQL""]","[""python"", ""NLP"", ""Excel"", ""tf"", ""PostgreSQL""]",0.542
C01930,Candidate_1930,16,Master,188518,Lead,"[""Education""]","[""Austin, TX""]","[""NLP"", ""TensorFlow"", ""JavaScript"", ""SQL"", ""Tableau""]","[""natural language processing"", ""pytorch"", ""javascript"", ""SQL"", ""data visualization""]",0.788
C01931,Candidate_1931,0,Bachelor,64746,Entry,"[""Healthcare"", ""Energy"", ""Consulting""]","[""Austin, TX"", ""New York, NY""]","[""TensorFlow"", ""Excel"", ""Machine Learning"", ""Communication"", ""NLP"", ""Project Management""]","[""tensorflow"", ""Excel"", ""AI/ML"", ""presentation"", ""PM""]",0.63
C01932,Candidate_1932,2,Bachelor,93927,Mid,"[""Manufacturing"", ""Healthcare"", ""Education""]","[""San Francisco, CA""]","[""Machine Learning"", ""Data Analysis"", ""NLP"", ""SQL""]","[""data analysis"", ""NLP"", ""MySQL""]",0.822
C01933,Candidate_1933,18,Bachelor,177651,Lead,"[""Consulting"", ""Finance"", ""Transportation""]","[""San Francisco, CA""]","[""Tableau"", ""TensorFlow"", ""JavaScript"", ""R"", ""Java"", ""Python"", ""Data Analysis""]","[""dataviz"", ""TensorFlow"", ""JavaScript"", ""R"", ""Java"", ""Python3"", ""analytics""]",0.68
C01934,Candidate_1934,20,Associate,222821,Lead,"[""Energy""]","[""Atlanta, GA"", ""Seattle, WA"", ""Denver, CO"", ""Boston, MA""]","[""Machine Learning"", ""SQL"", ""TensorFlow"", ""Leadership"", ""Statistics"", ""Project Management"", ""Tableau""]","[""SQL"", ""tf"", ""Leadership"", ""statistics"", ""agile""]",0.592
C01935,Candidate_1935,13,PhD,211602,Lead,"[""Media"", ""Education"", ""Energy""]","[""Denver, CO"", ""Los Angeles, CA"", ""Chicago, IL""]","[""Communication"", ""NLP"", ""Data Analysis"", ""Machine Learning"", ""Tableau"", ""Cloud"", ""Java""]","[""Communication"", ""NLP"", ""data analysis"", ""dataviz"", ""Java""]",0.45
C01936,Candidate_1936,12,Master,161827,Lead,"[""Media""]","[""Remote"", ""Seattle, WA""]","[""Project Management"", ""SQL"", ""Machine Learning"", ""Communication"", ""R"", ""Docker""]","[""project management"", ""ML"", ""Communication"", ""Docker""]",0.763
C01937,Candidate_1937,0,Bachelor,67989,Entry,"[""Finance""]","[""Chicago, IL"", ""Austin, TX"", ""Remote""]","[""Docker"", ""Excel"", ""Data Analysis""]","[""k8s"", ""excel"", ""Data Analysis""]",0.608
C01938,Candidate_1938,0,Master,58645,Entry,"[""Finance"", ""Retail""]","[""Los Angeles, CA"", ""Seattle, WA"", ""San Francisco, CA""]","[""Cloud"", ""R"", ""Machine Learning""]","[""azure"", ""R""]",0.571
C01939,Candidate_1939,20,PhD,185179,Lead,"[""Media"", ""Education"", ""Finance""]","[""Seattle, WA"", ""Austin, TX"", ""Boston, MA"", ""Denver, CO""]","[""Cloud"", ""Leadership"", ""SQL"", ""Statistics"", ""Tableau""]","[""AWS"", ""team lead"", ""Statistics"", ""dataviz""]",0.689
C01940,Candidate_1940,18,Bachelor,168399,Lead,"[""Consulting"", ""Finance"", ""Education""]","[""Remote"", ""Seattle, WA""]","[""Data Analysis"", ""Docker"", ""Project Management""]","[""analytics"", ""k8s"", ""agile""]",0.266
C01941,Candidate_1941,5,Master,145269,Senior,"[""Energy"", ""Healthcare""]","[""Austin, TX""]","[""Excel"", ""NLP"", ""Project Management"", ""Leadership"", ""TensorFlow"", ""Tableau"", ""Docker""]","[""excel"", ""tensorflow"", ""dataviz"", ""k8s""]",0.798
C01942,Candidate_1942,18,Bachelor,220752,Lead,"[""Manufacturing"", ""Retail""]","[""Denver, CO"", ""Los Angeles, CA"", ""Seattle, WA""]","[""Machine Learning"", ""Tableau"", ""Excel"", ""Cloud"", ""Data Analysis""]","[""Machine Learning"", ""Tableau"", ""spreadsheets"", ""Cloud"", ""data analysis""]",0.715
C01943,Candidate_1943,9,Bachelor,170410,Senior,"[""Technology"", ""Transportation""]","[""Boston, MA"", ""Austin, TX"", ""Denver, CO"", ""Remote""]","[""Cloud"", ""Excel"", ""Statistics"", ""SQL""]","[""AWS"", ""spreadsheets"", ""MySQL""]",0.511
C01944,Candidate_1944,16,Bachelor,227915,Lead,"[""Healthcare""]","[""San Francisco, CA"", ""Chicago, IL"", ""Remote"", ""Los Angeles, CA""]","[""Tableau"", ""Excel"", ""Project Management"", ""Data Analysis""]","[""tableau"", ""spreadsheets""]",0.484
C01945,Candidate_1945,18,Master,227004,Lead,"[""Finance""]","[""San Francisco, CA"", ""Chicago, IL""]","[""Machine Learning"", ""Cloud"", ""Java"", ""Python"", ""Leadership""]","[""Machine Learning"", ""Cloud"", ""Java"", ""py"", ""people management""]",0.641
C01946,Candidate_1946,20,Master,197800,Lead,"[""Retail"", ""Manufacturing"", ""Healthcare""]","[""Remote"", ""San Francisco, CA""]","[""Excel"", ""Communication"", ""Docker"", ""R"", ""Statistics""]","[""excel"", ""communication"", ""r"", ""stats""]",0.667
C01947,Candidate_1947,2,Bachelor,107057,Mid,"[""Healthcare"", ""Consulting""]","[""Los Angeles, CA"", ""Boston, MA"", ""San Francisco, CA""]","[""TensorFlow"", ""Java"", ""Docker"", ""SQL"", ""Excel""]","[""pytorch"", ""kubernetes"", ""postgres"", ""excel""]",0.556
C01948,Candidate_1948,15,Master,187633,Lead,"[""Technology""]","[""Seattle, WA""]","[""Leadership"", ""Cloud"", ""NLP""]","[""leadership"", ""azure"", ""NLP""]",0.591
C01949,Candidate_1949,11,Bachelor,162089,Lead,"[""Retail""]","[""Seattle, WA"", ""Remote""]","[""Project Management"", ""NLP"", ""Docker"", ""Java"", ""Excel"", ""Data Analysis"", ""JavaScript""]","[""Project Management"", ""text mining"", ""k8s"", ""java"", ""excel"", ""data analytics"", ""javascript""]",0.663
C01950,Candidate_1950,11,Master,170023,Lead,"[""Retail""]","[""Seattle, WA"", ""New York, NY""]","[""TensorFlow"", ""R"", ""Machine Learning"", ""Java""]","[""pytorch"", ""r"", ""machine learning""]",0.6
C01951,Candidate_1951,13,High School,218657,Lead,"[""Transportation"", ""Manufacturing"", ""Retail""]","[""Seattle, WA"", ""Denver, CO"", ""Remote""]","[""NLP"", ""Excel"", ""Java"", ""Python""]","[""natural language processing"", ""spreadsheets"", ""Java"", ""python""]",0.608
C01952,Candidate_1952,11,Master,207490,Lead,"[""Manufacturing"", ""Healthcare""]","[""Seattle, WA"", ""Boston, MA""]","[""Communication"", ""Docker"", ""Excel"", ""TensorFlow"", ""Python"", ""Data Analysis""]","[""communication"", ""kubernetes"", ""spreadsheets"", ""tensorflow"", ""data analysis""]",0.633
C01953,Candidate_1953,16,Master,244442,Lead,"[""Consulting"", ""Education""]","[""Denver, CO"", ""Boston, MA"", ""New York, NY"", ""Atlanta, GA""]","[""SQL"", ""R"", ""Excel"", ""Statistics""]","[""SQL"", ""R programming"", ""Excel"", ""Statistics""]",0.818
C01954,Candidate_1954,6,Bachelor,160113,Senior,"[""Finance""]","[""Remote""]","[""Machine Learning"", ""Excel"", ""R"", ""Cloud""]","[""AI/ML"", ""excel"", ""R programming"", ""azure""]",0.781
C01955,Candidate_1955,11,High School,231845,Lead,"[""Manufacturing""]","[""Atlanta, GA"", ""Los Angeles, CA"", ""San Francisco, CA""]","[""Machine Learning"", ""JavaScript"", ""R"", ""Communication"", ""Project Management"", ""Statistics""]","[""AI/ML"", ""js"", ""R"", ""scrum"", ""statistics""]",0.364
C01956,Candidate_1956,0,Master,82033,Entry,"[""Transportation"", ""Energy"", ""Technology""]","[""Denver, CO"", ""Austin, TX""]","[""Cloud"", ""TensorFlow"", ""Java"", ""NLP"", ""Excel""]","[""tf"", ""Java"", ""Excel""]",0.282
C01957,Candidate_1957,2,Bachelor,93872,Mid,"[""Healthcare""]","[""Chicago, IL"", ""Austin, TX"", ""Boston, MA""]","[""R"", ""Tableau"", ""Cloud"", ""Machine Learning""]","[""R"", ""data visualization"", ""gcp"", ""Machine Learning""]",0.747
C01958,Candidate_1958,15,PhD,168158,Lead,"[""Finance""]","[""Los Angeles, CA"", ""San Francisco, CA"", ""Chicago, IL""]","[""JavaScript"", ""SQL"", ""Java""]","[""JavaScript"", ""java""]",0.945
C01959,Candidate_1959,15,Bachelor,206702,Lead,"[""Energy"", ""Retail"", ""Media""]","[""Los Angeles, CA"", ""Atlanta, GA"", ""New York, NY""]","[""Statistics"", ""Docker"", ""NLP""]","[""statistical analysis"", ""docker"", ""natural language processing""]",0.43
C01960,Candidate_1960,13,Bachelor,199562,Lead,"[""Consulting""]","[""New York, NY""]","[""Excel"", ""Tableau"", ""Docker"", ""Data Analysis"", ""Cloud"", ""Machine Learning"", ""Java""]","[""spreadsheets"", ""data visualization"", ""k8s"", ""analytics"", ""java""]",0.544
C01961,Candidate_1961,7,Associate,132482,Senior,"[""Retail"", ""Finance""]","[""Atlanta, GA""]","[""Project Management"", ""Tableau"", ""Data Analysis"", ""NLP"", ""R"", ""Docker"", ""Excel""]","[""scrum"", ""data visualization"", ""data analytics"", ""NLP"", ""R"", ""k8s"", ""Excel""]",0.533
C01962,Candidate_1962,10,Bachelor,177844,Lead,"[""Transportation"", ""Finance""]","[""Los Angeles, CA"", ""Denver, CO"", ""Seattle, WA""]","[""SQL"", ""Python"", ""JavaScript"", ""Cloud"", ""Tableau"", ""Docker""]","[""Python3"", ""js"", ""data visualization""]",0.635
C01963,Candidate_1963,9,PhD,179965,Senior,"[""Education"", ""Energy"", ""Healthcare""]","[""Austin, TX""]","[""Tableau"", ""Project Management"", ""Communication"", ""Cloud"", ""Python"", ""Java"", ""TensorFlow""]","[""data visualization"", ""Project Management"", ""presentation"", ""azure"", ""py"", ""Java"", ""tensorflow""]",0.762
C01964,Candidate_1964,14,Master,211745,Lead,"[""Healthcare"", ""Transportation""]","[""Austin, TX"", ""Los Angeles, CA""]","[""NLP"", ""R"", ""Project Management"", ""Data Analysis"", ""Cloud""]","[""NLP"", ""R"", ""Project Management"", ""data analytics"", ""gcp""]",0.502
C01965,Candidate_1965,5,Bachelor,165361,Senior,"[""Education"", ""Finance""]","[""Boston, MA"", ""New York, NY"", ""Denver, CO"", ""Austin, TX""]","[""JavaScript"", ""Project Management"", ""Leadership"", ""Statistics"", ""Tableau""]","[""react"", ""Project Management"", ""people management"", ""statistical analysis""]",0.676
C01966,Candidate_1966,15,Bachelor,220385,Lead,"[""Manufacturing"", ""Transportation""]","[""Boston, MA"", ""Atlanta, GA"", ""Denver, CO""]","[""Leadership"", ""Statistics"", ""SQL""]","[""leadership"", ""Statistics"", ""sql""]",0.503
C01967,Candidate_1967,7,Master,171939,Senior,"[""Finance""]","[""New York, NY"", ""Boston, MA"", ""San Francisco, CA"", ""Austin, TX""]","[""Tableau"", ""JavaScript"", ""NLP"", ""Data Analysis"", ""Java""]","[""Tableau"", ""node.js"", ""analytics"", ""Java""]",0.785
C01968,Candidate_1968,9,Associate,159569,Senior,"[""Technology"", ""Manufacturing""]","[""New York, NY"", ""Denver, CO"", ""San Francisco, CA""]","[""R"", ""Communication"", ""Java"", ""Python"", ""NLP"", ""Data Analysis"", ""Machine Learning""]","[""R programming"", ""presentation"", ""java"", ""Python3"", ""data analytics"", ""ML""]",0.583
C01969,Candidate_1969,2,Bachelor,113502,Mid,"[""Finance"", ""Manufacturing""]","[""Seattle, WA"", ""San Francisco, CA"", ""New York, NY""]","[""Java"", ""JavaScript"", ""Leadership"", ""Excel"", ""Python"", ""Cloud"", ""Docker""]","[""Java"", ""Leadership"", ""spreadsheets"", ""py"", ""docker""]",0.607
C01970,Candidate_1970,19,Bachelor,190342,Lead,"[""Media"", ""Transportation"", ""Manufacturing""]","[""Denver, CO"", ""Boston, MA"", ""San Francisco, CA"", ""Austin, TX""]","[""NLP"", ""Java"", ""Cloud"", ""Machine Learning"", ""Python""]","[""natural language processing"", ""Java"", ""cloud"", ""deep learning"", ""Python""]",0.716
C01971,Candidate_1971,1,Bachelor,77473,Entry,"[""Healthcare"", ""Technology""]","[""Denver, CO""]","[""Docker"", ""SQL"", ""NLP"", ""Communication"", ""Machine Learning""]","[""Docker"", ""SQL"", ""text mining"", ""communication"", ""ML""]",0.584
C01972,Candidate_1972,1,PhD,62482,Entry,"[""Media"", ""Transportation"", ""Retail""]","[""Remote""]","[""Machine Learning"", ""Statistics"", ""Excel""]","[""ML"", ""stats"", ""excel""]",0.76
C01973,Candidate_1973,3,Master,118586,Mid,"[""Transportation"", ""Manufacturing""]","[""Chicago, IL""]","[""Cloud"", ""Java"", ""Machine Learning""]","[""gcp"", ""java"", ""Machine Learning""]",0.593
C01974,Candidate_1974,10,Bachelor,234427,Lead,"[""Media"", ""Consulting""]","[""New York, NY"", ""Chicago, IL""]","[""Excel"", ""Statistics"", ""SQL"", ""JavaScript"", ""Tableau"", ""Machine Learning"", ""Docker""]","[""spreadsheets"", ""stats"", ""sql"", ""node.js"", ""Machine Learning"", ""k8s""]",0.694
C01975,Candidate_1975,4,Bachelor,120419,Mid,"[""Finance"", ""Media""]","[""San Francisco, CA"", ""Seattle, WA"", ""New York, NY"", ""Austin, TX""]","[""NLP"", ""Docker"", ""Data Analysis"", ""Project Management"", ""SQL"", ""Communication""]","[""data analytics"", ""PM"", ""sql"", ""communication""]",0.868
C01976,Candidate_1976,17,High School,202940,Lead,"[""Healthcare"", ""Transportation""]","[""Boston, MA"", ""Austin, TX"", ""Remote""]","[""Cloud"", ""JavaScript"", ""Tableau"", ""Excel"", ""Machine Learning"", ""Python""]","[""AWS"", ""react"", ""Tableau"", ""spreadsheets"", ""machine learning"", ""Python3""]",0.633
C01977,Candidate_1977,9,Bachelor,132965,Senior,"[""Retail"", ""Technology"", ""Healthcare""]","[""Chicago, IL"", ""Denver, CO"", ""Boston, MA""]","[""Data Analysis"", ""Tableau"", ""Statistics""]","[""data analytics"", ""tableau"", ""Statistics""]",0.726
C01978,Candidate_1978,19,Bachelor,190008,Lead,"[""Consulting"", ""Manufacturing""]","[""Atlanta, GA"", ""New York, NY"", ""Remote"", ""Denver, CO""]","[""Data Analysis"", ""SQL"", ""R"", ""Statistics"", ""Communication""]","[""data analytics"", ""MySQL"", ""R programming"", ""communication""]",0.694
C01979,Candidate_1979,11,High School,207684,Lead,"[""Finance"", ""Healthcare""]","[""Seattle, WA"", ""Boston, MA"", ""San Francisco, CA"", ""Denver, CO""]","[""Statistics"", ""Data Analysis"", ""Leadership""]","[""statistical analysis"", ""data analysis"", ""Leadership""]",0.2
C01980,Candidate_1980,5,Master,172265,Senior,"[""Consulting"", ""Media""]","[""Denver, CO""]","[""Machine Learning"", ""SQL"", ""NLP""]","[""AI/ML"", ""MySQL""]",0.724
C01981,Candidate_1981,6,Associate,151482,Senior,"[""Manufacturing"", ""Healthcare""]","[""Atlanta, GA"", ""Remote"", ""Austin, TX""]","[""Python"", ""SQL"", ""Docker""]","[""Python3"", ""MySQL"", ""docker""]",0.572
C01982,Candidate_1982,18,Master,171858,Lead,"[""Energy""]","[""Remote"", ""Chicago, IL"", ""Atlanta, GA""]","[""Machine Learning"", ""Docker"", ""R"", ""TensorFlow""]","[""AI/ML"", ""Docker"", ""R programming"", ""tf""]",0.667
C01983,Candidate_1983,20,Master,202858,Lead,"[""Transportation"", ""Consulting""]","[""Remote""]","[""Leadership"", ""Python"", ""SQL"", ""Tableau"", ""JavaScript""]","[""Leadership"", ""py"", ""data visualization""]",0.2
C01984,Candidate_1984,6,Master,140933,Senior,"[""Technology""]","[""Chicago, IL"", ""San Francisco, CA""]","[""JavaScript"", ""NLP"", ""Docker"", ""Excel"", ""Python"", ""Leadership""]","[""javascript"", ""k8s"", ""spreadsheets"", ""Python3"", ""Leadership""]",0.54
C01985,Candidate_1985,0,Master,61905,Entry,"[""Manufacturing""]","[""Remote""]","[""JavaScript"", ""Machine Learning"", ""Data Analysis"", ""Statistics""]","[""javascript"", ""deep learning"", ""analytics"", ""Statistics""]",0.95
C01986,Candidate_1986,6,Bachelor,171775,Senior,"[""Education"", ""Energy""]","[""Austin, TX"", ""San Francisco, CA""]","[""TensorFlow"", ""JavaScript"", ""Statistics"", ""R"", ""Python""]","[""pytorch"", ""javascript"", ""statistics"", ""R programming"", ""py""]",0.74
C01987,Candidate_1987,15,Associate,177044,Lead,"[""Transportation"", ""Education""]","[""San Francisco, CA"", ""Denver, CO""]","[""Excel"", ""SQL"", ""Statistics"", ""R"", ""Java"", ""Leadership""]","[""SQL"", ""stats"", ""java"", ""Leadership""]",0.675
C01988,Candidate_1988,9,PhD,142873,Senior,"[""Energy"", ""Manufacturing""]","[""San Francisco, CA"", ""Denver, CO""]","[""NLP"", ""Java"", ""JavaScript"", ""Tableau"", ""TensorFlow"", ""Python""]","[""nlp"", ""Java"", ""js"", ""dataviz"", ""pytorch"", ""Python3""]",0.448
C01989,Candidate_1989,9,Bachelor,133726,Senior,"[""Retail""]","[""Austin, TX"", ""Remote"", ""Chicago, IL""]","[""Data Analysis"", ""R"", ""NLP""]","[""analytics"", ""R programming"", ""nlp""]",0.544
C01990,Candidate_1990,10,Master,170675,Lead,"[""Energy"", ""Manufacturing""]","[""Remote"", ""New York, NY"", ""Seattle, WA""]","[""TensorFlow"", ""Data Analysis"", ""Leadership""]","[""tensorflow"", ""data analytics"", ""Leadership""]",0.445
C01991,Candidate_1991,12,Master,172930,Lead,"[""Retail"", ""Consulting""]","[""Los Angeles, CA""]","[""Data Analysis"", ""Tableau"", ""SQL"", ""Project Management"", ""Leadership"", ""Docker""]","[""data analysis"", ""SQL"", ""Project Management"", ""people management""]",0.789
C01992,Candidate_1992,6,Bachelor,151962,Senior,"[""Media"", ""Healthcare"", ""Energy""]","[""Remote"", ""New York, NY"", ""Boston, MA"", ""Los Angeles, CA""]","[""Python"", ""Java"", ""Docker"", ""Communication"", ""Statistics"", ""R""]","[""Python"", ""Java"", ""Docker"", ""presentation"", ""statistics"", ""r""]",0.608
C01993,Candidate_1993,15,Bachelor,161216,Lead,"[""Healthcare""]","[""Austin, TX"", ""Boston, MA"", ""Chicago, IL"", ""Atlanta, GA""]","[""R"", ""TensorFlow"", ""Python"", ""JavaScript"", ""Tableau"", ""Excel""]","[""R programming"", ""TensorFlow"", ""Python"", ""node.js"", ""dataviz"", ""excel""]",0.396
C01994,Candidate_1994,6,Bachelor,139048,Senior,"[""Transportation"", ""Technology"", ""Consulting""]","[""Denver, CO"", ""Chicago, IL"", ""Boston, MA""]","[""Docker"", ""JavaScript"", ""Excel"", ""TensorFlow"", ""SQL"", ""R"", ""Project Management""]","[""kubernetes"", ""JavaScript"", ""Excel"", ""TensorFlow"", ""SQL"", ""R programming"", ""agile""]",0.95
C01995,Candidate_1995,12,Bachelor,169746,Lead,"[""Healthcare""]","[""Remote"", ""Seattle, WA"", ""Chicago, IL""]","[""Statistics"", ""Communication"", ""NLP"", ""JavaScript""]","[""communication"", ""NLP"", ""js""]",0.619
C01996,Candidate_1996,15,Master,218391,Lead,"[""Education"", ""Transportation"", ""Technology""]","[""New York, NY"", ""Austin, TX""]","[""Project Management"", ""Statistics"", ""NLP""]",[],0.507
C01997,Candidate_1997,0,Associate,72807,Entry,"[""Transportation"", ""Education"", ""Finance""]","[""Denver, CO""]","[""Tableau"", ""R"", ""Data Analysis"", ""NLP"", ""Project Management"", ""Machine Learning"", ""Communication""]","[""dataviz"", ""r"", ""data analytics"", ""NLP"", ""deep learning""]",0.679
C01998,Candidate_1998,15,Master,248126,Lead,"[""Energy"", ""Manufacturing""]","[""Los Angeles, CA"", ""Remote"", ""Denver, CO""]","[""Tableau"", ""Statistics"", ""NLP"", ""Docker"", ""Python"", ""Java"", ""Data Analysis""]","[""Tableau"", ""stats"", ""text mining"", ""Docker"", ""java"", ""analytics""]",0.543
