job_id,company_id,title,seniority,location,industry,in_actual_salary,in_salary_min,in_salary_max,required_skills_raw,in_required_skills_normalized,posted_date
J00760,CO0079,Senior Retail Role,Senior,"Seattle, WA",Retail,124454,120000,160000,"[""data visualization"", ""data analysis"", ""statistical analysis"", ""team lead""]","[""Tableau"", ""Data Analysis"", ""Statistics"", ""Leadership""]",2024-02-19
J00761,CO0033,Lead Manufacturing Role,Lead,"San Francisco, CA",Manufacturing,195242,155000,215000,"[""JavaScript"", ""data analytics"", ""tensorflow""]","[""JavaScript"", ""Data Analysis"", ""TensorFlow""]",2024-01-09
J00762,CO0154,Mid Transportation Role,Mid,"New York, NY",Transportation,111355,98000,133000,"[""r"", ""Excel"", ""Docker"", ""machine learning""]","[""R"", ""Excel"", ""Docker"", ""Machine Learning""]",2024-01-03
J00763,CO0156,Lead Consulting Role,Lead,"Boston, MA",Consulting,167718,152000,212000,"[""py"", ""k8s""]","[""Python"", ""Docker""]",2024-02-09
J00764,CO0052,Senior Education Role,Senior,"Los Angeles, CA",Education,144999,120000,160000,"[""Java"", ""Communication"", ""r""]","[""Java"", ""Communication"", ""R""]",2024-02-17
J00765,CO0053,Mid Education Role,Mid,"Boston, MA",Education,130792,102000,137000,"[""leadership"", ""Tableau""]","[""Leadership"", ""Tableau""]",2024-01-20
J00766,CO0190,Senior Retail Role,Senior,"Chicago, IL",Retail,121956,113000,153000,"[""python"", ""gcp""]","[""Python"", ""Cloud""]",2024-02-21
J00767,CO0056,Entry Education Role,Entry,"New York, NY",Education,106495,83000,108000,"[""nlp"", ""R"", ""kubernetes"", ""statistical analysis""]","[""NLP"", ""R"", ""Docker"", ""Statistics""]",2024-01-30
J00768,CO0133,Mid Energy Role,Mid,"New York, NY",Energy,101306,93000,128000,"[""Communication"", ""kubernetes"", ""Leadership""]","[""Communication"", ""Docker"", ""Leadership""]",2024-01-01
J00769,CO0131,Entry Media Role,Entry,"Atlanta, GA",Media,69294,65000,90000,"[""Python3"", ""Excel"", ""r"", ""presentation"", ""cloud""]","[""Python"", ""Excel"", ""R"", ""Communication"", ""Cloud""]",2024-02-26
J00770,CO0119,Lead Consulting Role,Lead,"New York, NY",Consulting,161503,158000,218000,"[""tf"", ""agile"", ""natural language processing"", ""R""]","[""TensorFlow"", ""Project Management"", ""NLP"", ""R""]",2024-01-05
J00771,CO0049,Senior Transportation Role,Senior,"Atlanta, GA",Transportation,110228,105000,145000,"[""data analysis"", ""tf"", ""scrum"", ""node.js"", ""Leadership""]","[""Data Analysis"", ""TensorFlow"", ""Project Management"", ""JavaScript"", ""Leadership""]",2024-01-07
J00772,CO0150,Mid Transportation Role,Mid,"Chicago, IL",Transportation,93626,83000,118000,"[""Java"", ""Docker""]","[""Java"", ""Docker""]",2024-02-04
J00773,CO0159,Lead Retail Role,Lead,"San Francisco, CA",Retail,214676,160000,220000,"[""nlp"", ""Statistics"", ""ML"", ""Docker""]","[""NLP"", ""Statistics"", ""Machine Learning"", ""Docker""]",2024-01-10
J00774,CO0191,Lead Healthcare Role,Lead,"Los Angeles, CA",Healthcare,156694,145000,205000,"[""excel"", ""python"", ""r"", ""node.js"", ""data analytics""]","[""Excel"", ""Python"", ""R"", ""JavaScript"", ""Data Analysis""]",2024-01-06
J00775,CO0096,Mid Finance Role,Mid,"Chicago, IL",Finance,105908,73000,108000,"[""kubernetes"", ""AI/ML"", ""Python"", ""sql""]","[""Docker"", ""Machine Learning"", ""Python"", ""SQL""]",2024-02-28
J00776,CO0018,Mid Retail Role,Mid,"Chicago, IL",Retail,103222,83000,118000,"[""tf"", ""react"", ""text mining"", ""excel""]","[""TensorFlow"", ""JavaScript"", ""NLP"", ""Excel""]",2024-01-05
J00777,CO0008,Mid Healthcare Role,Mid,"Austin, TX",Healthcare,105238,95000,130000,"[""communication"", ""project management""]","[""Communication"", ""Project Management""]",2024-02-11
J00778,CO0155,Lead Consulting Role,Lead,"Boston, MA",Consulting,158589,157000,217000,"[""Python3"", ""Leadership""]","[""Python"", ""Leadership""]",2024-01-15
J00779,CO0081,Mid Energy Role,Mid,"Los Angeles, CA",Energy,112403,100000,135000,"[""data analysis"", ""spreadsheets"", ""javascript"", ""MySQL"", ""Java""]","[""Data Analysis"", ""Excel"", ""JavaScript"", ""SQL"", ""Java""]",2024-01-11
J00780,CO0061,Mid Technology Role,Mid,"Los Angeles, CA",Technology,90572,85000,120000,"[""Java"", ""docker"", ""gcp"", ""MySQL"", ""Excel""]","[""Java"", ""Docker"", ""Cloud"", ""SQL"", ""Excel""]",2024-01-08
J00781,CO0059,Lead Education Role,Lead,Remote,Education,161214,148000,208000,"[""spreadsheets"", ""node.js"", ""machine learning"", ""Project Management"", ""Java""]","[""Excel"", ""JavaScript"", ""Machine Learning"", ""Project Management"", ""Java""]",2024-01-29
J00782,CO0113,Lead Manufacturing Role,Lead,"Atlanta, GA",Manufacturing,197046,155000,215000,"[""deep learning"", ""excel""]","[""Machine Learning"", ""Excel""]",2024-01-30
J00783,CO0198,Lead Technology Role,Lead,"Atlanta, GA",Technology,143610,140000,200000,"[""Leadership"", ""data visualization""]","[""Leadership"", ""Tableau""]",2024-01-11
J00784,CO0017,Mid Finance Role,Mid,"New York, NY",Finance,93306,93000,128000,"[""Machine Learning"", ""r"", ""scrum"", ""data analytics"", ""Cloud""]","[""Machine Learning"", ""R"", ""Project Management"", ""Data Analysis"", ""Cloud""]",2024-01-31
J00785,CO0038,Senior Education Role,Senior,"Denver, CO",Education,140626,118000,158000,"[""cloud"", ""spreadsheets"", ""Tableau"", ""presentation""]","[""Cloud"", ""Excel"", ""Tableau"", ""Communication""]",2024-01-19
J00786,CO0186,Entry Media Role,Entry,"Seattle, WA",Media,97265,80000,105000,"[""python"", ""sql""]","[""Python"", ""SQL""]",2024-01-11
J00787,CO0048,Lead Consulting Role,Lead,"San Francisco, CA",Consulting,206571,155000,215000,"[""data analysis"", ""NLP"", ""java"", ""postgres""]","[""Data Analysis"", ""NLP"", ""Java"", ""SQL""]",2024-03-01
J00788,CO0177,Mid Retail Role,Mid,"Seattle, WA",Retail,109822,95000,130000,"[""ML"", ""Project Management"", ""Python"", ""data analysis"", ""AWS""]","[""Machine Learning"", ""Project Management"", ""Python"", ""Data Analysis"", ""Cloud""]",2024-01-27
J00789,CO0162,Mid Retail Role,Mid,Remote,Retail,117072,83000,118000,"[""pytorch"", ""scrum"", ""AWS"", ""tableau"", ""nlp""]","[""TensorFlow"", ""Project Management"", ""Cloud"", ""Tableau"", ""NLP""]",2024-01-02
J00790,CO0125,Mid Finance Role,Mid,"San Francisco, CA",Finance,124841,110000,145000,"[""kubernetes"", ""NLP"", ""ML"", ""MySQL""]","[""Docker"", ""NLP"", ""Machine Learning"", ""SQL""]",2024-01-05
J00791,CO0092,Lead Transportation Role,Lead,"Denver, CO",Transportation,172640,148000,208000,"[""R"", ""kubernetes"", ""PostgreSQL"", ""data visualization""]","[""R"", ""Docker"", ""SQL"", ""Tableau""]",2024-02-19
J00792,CO0012,Senior Media Role,Senior,"Atlanta, GA",Media,121704,115000,155000,"[""NLP"", ""Statistics"", ""tf"", ""Python"", ""sql""]","[""NLP"", ""Statistics"", ""TensorFlow"", ""Python"", ""SQL""]",2024-02-17
J00793,CO0084,Entry Technology Role,Entry,"Austin, TX",Technology,54803,50000,75000,"[""tableau"", ""analytics"", ""Machine Learning"", ""TensorFlow"", ""java""]","[""Tableau"", ""Data Analysis"", ""Machine Learning"", ""TensorFlow"", ""Java""]",2024-01-01
J00794,CO0176,Senior Consulting Role,Senior,"Denver, CO",Consulting,143316,108000,148000,"[""analytics"", ""dataviz"", ""Communication""]","[""Data Analysis"", ""Tableau"", ""Communication""]",2024-01-14
J00795,CO0011,Mid Retail Role,Mid,"Austin, TX",Retail,84529,75000,110000,"[""java"", ""Leadership"", ""nlp"", ""Python3"", ""javascript""]","[""Java"", ""Leadership"", ""NLP"", ""Python"", ""JavaScript""]",2024-01-28
J00796,CO0172,Entry Energy Role,Entry,"Los Angeles, CA",Energy,64252,60000,85000,"[""tf"", ""Statistics"", ""Java""]","[""TensorFlow"", ""Statistics"", ""Java""]",2024-02-05
J00797,CO0121,Lead Healthcare Role,Lead,"Austin, TX",Healthcare,170463,145000,205000,"[""analytics"", ""project management""]","[""Data Analysis"", ""Project Management""]",2024-02-22
J00798,CO0195,Senior Energy Role,Senior,"Chicago, IL",Energy,129878,108000,148000,"[""Java"", ""spreadsheets"", ""k8s"", ""py""]","[""Java"", ""Excel"", ""Docker"", ""Python""]",2024-02-16
J00799,CO0092,Mid Transportation Role,Mid,"Chicago, IL",Transportation,116378,83000,118000,"[""tf"", ""machine learning"", ""text mining"", ""excel"", ""presentation""]","[""TensorFlow"", ""Machine Learning"", ""NLP"", ""Excel"", ""Communication""]",2024-02-21
J00800,CO0152,Entry Education Role,Entry,"Seattle, WA",Education,102446,80000,105000,"[""data visualization"", ""AI/ML"", ""azure"", ""Communication""]","[""Tableau"", ""Machine Learning"", ""Cloud"", ""Communication""]",2024-02-08
J00801,CO0093,Senior Consulting Role,Senior,"Boston, MA",Consulting,128040,127000,167000,"[""deep learning"", ""data analytics"", ""text mining"", ""Python"", ""statistics""]","[""Machine Learning"", ""Data Analysis"", ""NLP"", ""Python"", ""Statistics""]",2024-02-02
J00802,CO0013,Entry Manufacturing Role,Entry,"Denver, CO",Manufacturing,54932,48000,73000,"[""tensorflow"", ""presentation""]","[""TensorFlow"", ""Communication""]",2024-02-22
J00803,CO0105,Entry Energy Role,Entry,"New York, NY",Energy,65044,63000,88000,"[""data analysis"", ""team lead""]","[""Data Analysis"", ""Leadership""]",2024-02-10
J00804,CO0088,Entry Finance Role,Entry,"Boston, MA",Finance,81127,57000,82000,"[""Excel"", ""statistical analysis""]","[""Excel"", ""Statistics""]",2024-02-17
J00805,CO0090,Lead Consulting Role,Lead,Remote,Consulting,156618,143000,203000,"[""docker"", ""gcp"", ""Python3""]","[""Docker"", ""Cloud"", ""Python""]",2024-02-27
J00806,CO0148,Lead Education Role,Lead,"Los Angeles, CA",Education,161955,145000,205000,"[""tensorflow"", ""cloud"", ""excel""]","[""TensorFlow"", ""Cloud"", ""Excel""]",2024-01-31
J00807,CO0136,Senior Media Role,Senior,Remote,Media,169759,133000,173000,"[""TensorFlow"", ""py"", ""docker"", ""leadership""]","[""TensorFlow"", ""Python"", ""Docker"", ""Leadership""]",2024-02-09
J00808,CO0079,Senior Retail Role,Senior,"Seattle, WA",Retail,131118,120000,160000,"[""Project Management"", ""PostgreSQL"", ""spreadsheets"", ""NLP"", ""AWS""]","[""Project Management"", ""SQL"", ""Excel"", ""NLP"", ""Cloud""]",2024-02-26
J00809,CO0196,Mid Technology Role,Mid,"Atlanta, GA",Technology,72309,70000,105000,"[""team lead"", ""tensorflow"", ""nlp""]","[""Leadership"", ""TensorFlow"", ""NLP""]",2024-02-14
J00810,CO0006,Mid Consulting Role,Mid,"Austin, TX",Consulting,127541,95000,130000,"[""ML"", ""Statistics"", ""Communication""]","[""Machine Learning"", ""Statistics"", ""Communication""]",2024-02-02
J00811,CO0093,Mid Consulting Role,Mid,"New York, NY",Consulting,128490,98000,133000,"[""scrum"", ""R""]","[""Project Management"", ""R""]",2024-02-08
J00812,CO0013,Entry Manufacturing Role,Entry,"Denver, CO",Manufacturing,67785,48000,73000,"[""Project Management"", ""leadership"", ""JavaScript"", ""dataviz"", ""python""]","[""Project Management"", ""Leadership"", ""JavaScript"", ""Tableau"", ""Python""]",2024-01-31
J00813,CO0166,Lead Education Role,Lead,"Chicago, IL",Education,183402,148000,208000,"[""SQL"", ""presentation"", ""azure""]","[""SQL"", ""Communication"", ""Cloud""]",2024-01-22
J00814,CO0118,Entry Media Role,Entry,"Atlanta, GA",Media,64648,45000,70000,"[""presentation"", ""statistical analysis"", ""Leadership""]","[""Communication"", ""Statistics"", ""Leadership""]",2024-02-17
J00815,CO0181,Senior Retail Role,Senior,Remote,Retail,134327,133000,173000,"[""java"", ""people management"", ""Docker"", ""R"", ""communication""]","[""Java"", ""Leadership"", ""Docker"", ""R"", ""Communication""]",2024-02-29
J00816,CO0174,Senior Finance Role,Senior,"Seattle, WA",Finance,143806,125000,165000,"[""team lead"", ""kubernetes""]","[""Leadership"", ""Docker""]",2024-01-13
J00817,CO0077,Mid Consulting Role,Mid,"Denver, CO",Consulting,109066,78000,113000,"[""presentation"", ""R"", ""java"", ""Cloud"", ""scrum""]","[""Communication"", ""R"", ""Java"", ""Cloud"", ""Project Management""]",2024-01-21
J00818,CO0017,Entry Finance Role,Entry,"New York, NY",Finance,78464,68000,93000,"[""Machine Learning"", ""nlp"", ""scrum"", ""statistical analysis""]","[""Machine Learning"", ""NLP"", ""Project Management"", ""Statistics""]",2024-01-03
J00819,CO0105,Lead Energy Role,Lead,"Los Angeles, CA",Energy,189114,145000,205000,"[""Java"", ""presentation""]","[""Java"", ""Communication""]",2024-02-25
J00820,CO0051,Lead Healthcare Role,Lead,"Seattle, WA",Healthcare,192985,155000,215000,"[""statistics"", ""postgres"", ""data analytics"", ""R""]","[""Statistics"", ""SQL"", ""Data Analysis"", ""R""]",2024-02-27
J00821,CO0096,Entry Finance Role,Entry,"Chicago, IL",Finance,65970,48000,73000,"[""tensorflow"", ""text mining"", ""data analysis"", ""statistics"", ""python""]","[""TensorFlow"", ""NLP"", ""Data Analysis"", ""Statistics"", ""Python""]",2024-01-06
J00822,CO0101,Entry Energy Role,Entry,"Chicago, IL",Energy,74441,53000,78000,"[""Java"", ""sql"", ""Data Analysis"", ""tableau""]","[""Java"", ""SQL"", ""Data Analysis"", ""Tableau""]",2024-01-21
J00823,CO0101,Lead Energy Role,Lead,"Chicago, IL",Energy,146428,143000,203000,"[""PM"", ""MySQL"", ""data visualization"", ""r""]","[""Project Management"", ""SQL"", ""Tableau"", ""R""]",2024-02-06
J00824,CO0039,Lead Finance Role,Lead,"Denver, CO",Finance,169718,148000,208000,"[""pytorch"", ""presentation"", ""nlp"", ""Excel""]","[""TensorFlow"", ""Communication"", ""NLP"", ""Excel""]",2024-01-18
J00825,CO0163,Entry Education Role,Entry,"Denver, CO",Education,82904,68000,93000,"[""NLP"", ""MySQL"", ""communication""]","[""NLP"", ""SQL"", ""Communication""]",2024-01-25
J00826,CO0086,Entry Manufacturing Role,Entry,"San Francisco, CA",Manufacturing,84063,70000,95000,"[""nlp"", ""JavaScript"", ""Communication"", ""pytorch"", ""R""]","[""NLP"", ""JavaScript"", ""Communication"", ""TensorFlow"", ""R""]",2024-02-19
J00827,CO0199,Entry Technology Role,Entry,"Seattle, WA",Technology,88036,65000,90000,"[""k8s"", ""presentation"", ""r"", ""Project Management""]","[""Docker"", ""Communication"", ""R"", ""Project Management""]",2024-01-03
J00828,CO0137,Mid Education Role,Mid,"Denver, CO",Education,107218,73000,108000,"[""excel"", ""k8s"", ""Leadership"", ""r""]","[""Excel"", ""Docker"", ""Leadership"", ""R""]",2024-02-07
J00829,CO0186,Mid Media Role,Mid,"Austin, TX",Media,116155,95000,130000,"[""postgres"", ""AI/ML""]","[""SQL"", ""Machine Learning""]",2024-02-10
J00830,CO0150,Lead Transportation Role,Lead,"Boston, MA",Transportation,185108,157000,217000,"[""javascript"", ""java"", ""communication"", ""r""]","[""JavaScript"", ""Java"", ""Communication"", ""R""]",2024-02-29
J00831,CO0010,Mid Media Role,Mid,"Denver, CO",Media,83972,73000,108000,"[""Statistics"", ""tensorflow"", ""PostgreSQL""]","[""Statistics"", ""TensorFlow"", ""SQL""]",2024-01-20
J00832,CO0029,Lead Healthcare Role,Lead,Remote,Healthcare,191879,153000,213000,"[""pytorch"", ""react"", ""SQL"", ""Docker""]","[""TensorFlow"", ""JavaScript"", ""SQL"", ""Docker""]",2024-01-21
J00833,CO0026,Senior Retail Role,Senior,"New York, NY",Retail,166648,133000,173000,"[""deep learning"", ""js"", ""team lead""]","[""Machine Learning"", ""JavaScript"", ""Leadership""]",2024-02-16
J00834,CO0164,Senior Education Role,Senior,"New York, NY",Education,151787,128000,168000,"[""ML"", ""postgres"", ""scrum"", ""leadership""]","[""Machine Learning"", ""SQL"", ""Project Management"", ""Leadership""]",2024-02-18
J00835,CO0190,Lead Retail Role,Lead,"Chicago, IL",Retail,180875,143000,203000,"[""Communication"", ""js""]","[""Communication"", ""JavaScript""]",2024-01-27
J00836,CO0100,Entry Finance Role,Entry,"Austin, TX",Finance,65716,55000,80000,"[""scrum"", ""Excel"", ""postgres""]","[""Project Management"", ""Excel"", ""SQL""]",2024-01-17
J00837,CO0177,Lead Retail Role,Lead,"Austin, TX",Retail,195066,150000,210000,"[""nlp"", ""project management"", ""TensorFlow"", ""Python""]","[""NLP"", ""Project Management"", ""TensorFlow"", ""Python""]",2024-01-11
J00838,CO0105,Mid Energy Role,Mid,"New York, NY",Energy,108065,88000,123000,"[""nlp"", ""k8s"", ""javascript"", ""leadership"", ""Python""]","[""NLP"", ""Docker"", ""JavaScript"", ""Leadership"", ""Python""]",2024-02-07
J00839,CO0126,Entry Manufacturing Role,Entry,"Denver, CO",Manufacturing,66209,53000,78000,"[""AWS"", ""postgres"", ""Java"", ""excel""]","[""Cloud"", ""SQL"", ""Java"", ""Excel""]",2024-01-16
J00840,CO0053,Mid Education Role,Mid,"Boston, MA",Education,108084,102000,137000,"[""tableau"", ""azure"", ""Project Management"", ""javascript""]","[""Tableau"", ""Cloud"", ""Project Management"", ""JavaScript""]",2024-02-29
J00841,CO0105,Lead Energy Role,Lead,"New York, NY",Energy,184712,153000,213000,"[""agile"", ""statistical analysis"", ""nlp"", ""py""]","[""Project Management"", ""Statistics"", ""NLP"", ""Python""]",2024-02-28
J00842,CO0185,Mid Manufacturing Role,Mid,"Los Angeles, CA",Manufacturing,102931,80000,115000,"[""statistical analysis"", ""data analytics""]","[""Statistics"", ""Data Analysis""]",2024-02-14
J00843,CO0133,Lead Energy Role,Lead,Remote,Energy,178878,148000,208000,"[""react"", ""data analysis"", ""presentation"", ""sql"", ""statistics""]","[""JavaScript"", ""Data Analysis"", ""Communication"", ""SQL"", ""Statistics""]",2024-02-11
J00844,CO0050,Entry Manufacturing Role,Entry,"Atlanta, GA",Manufacturing,48402,45000,70000,"[""dataviz"", ""nlp"", ""Excel""]","[""Tableau"", ""NLP"", ""Excel""]",2024-02-12
J00845,CO0076,Senior Education Role,Senior,"New York, NY",Education,151979,123000,163000,"[""java"", ""Cloud"", ""Project Management"", ""sql"", ""stats""]","[""Java"", ""Cloud"", ""Project Management"", ""SQL"", ""Statistics""]",2024-01-13
J00846,CO0122,Entry Healthcare Role,Entry,"San Francisco, CA",Healthcare,103361,85000,110000,"[""AWS"", ""spreadsheets"", ""py""]","[""Cloud"", ""Excel"", ""Python""]",2024-03-01
J00847,CO0140,Senior Education Role,Senior,"Austin, TX",Education,124845,115000,155000,"[""Java"", ""statistical analysis"", ""data analysis"", ""leadership"", ""nlp""]","[""Java"", ""Statistics"", ""Data Analysis"", ""Leadership"", ""NLP""]",2024-01-18
J00848,CO0171,Entry Energy Role,Entry,"New York, NY",Energy,85443,83000,108000,"[""deep learning"", ""R programming"", ""Statistics"", ""excel"", ""natural language processing""]","[""Machine Learning"", ""R"", ""Statistics"", ""Excel"", ""NLP""]",2024-02-27
J00849,CO0002,Mid Finance Role,Mid,Remote,Finance,110593,78000,113000,"[""excel"", ""python""]","[""Excel"", ""Python""]",2024-02-09
J00850,CO0050,Lead Manufacturing Role,Lead,"Atlanta, GA",Manufacturing,143742,135000,195000,"[""MySQL"", ""cloud""]","[""SQL"", ""Cloud""]",2024-01-30
J00851,CO0052,Mid Education Role,Mid,"Los Angeles, CA",Education,90136,85000,120000,"[""Python"", ""NLP""]","[""Python"", ""NLP""]",2024-01-29
J00852,CO0055,Lead Retail Role,Lead,"New York, NY",Retail,194124,163000,223000,"[""Excel"", ""Leadership"", ""Docker"", ""communication"", ""stats""]","[""Excel"", ""Leadership"", ""Docker"", ""Communication"", ""Statistics""]",2024-02-13
J00853,CO0157,Entry Technology Role,Entry,"Chicago, IL",Technology,53895,53000,78000,"[""spreadsheets"", ""data visualization"", ""kubernetes"", ""text mining"", ""leadership""]","[""Excel"", ""Tableau"", ""Docker"", ""NLP"", ""Leadership""]",2024-02-06
J00854,CO0170,Entry Energy Role,Entry,"Boston, MA",Energy,96760,77000,102000,"[""javascript"", ""docker"", ""Java"", ""analytics"", ""tf""]","[""JavaScript"", ""Docker"", ""Java"", ""Data Analysis"", ""TensorFlow""]",2024-02-19
J00855,CO0068,Entry Media Role,Entry,"Los Angeles, CA",Media,97368,75000,100000,"[""R"", ""project management"", ""statistical analysis""]","[""R"", ""Project Management"", ""Statistics""]",2024-02-02
J00856,CO0098,Entry Education Role,Entry,"Atlanta, GA",Education,64665,50000,75000,"[""tableau"", ""natural language processing""]","[""Tableau"", ""NLP""]",2024-02-14
J00857,CO0104,Mid Energy Role,Mid,"Seattle, WA",Energy,94463,85000,120000,"[""java"", ""Statistics"", ""natural language processing"", ""Python3""]","[""Java"", ""Statistics"", ""NLP"", ""Python""]",2024-02-04
J00858,CO0142,Lead Transportation Role,Lead,"New York, NY",Transportation,210856,163000,223000,"[""excel"", ""java"", ""azure"", ""PM""]","[""Excel"", ""Java"", ""Cloud"", ""Project Management""]",2024-01-28
J00859,CO0096,Entry Finance Role,Entry,"Chicago, IL",Finance,56879,48000,73000,"[""spreadsheets"", ""text mining"", ""k8s"", ""AI/ML""]","[""Excel"", ""NLP"", ""Docker"", ""Machine Learning""]",2024-01-29
J00860,CO0042,Mid Finance Role,Mid,"Atlanta, GA",Finance,89160,80000,115000,"[""Excel"", ""team lead""]","[""Excel"", ""Leadership""]",2024-02-18
J00861,CO0133,Entry Energy Role,Entry,Remote,Energy,59365,58000,83000,"[""Project Management"", ""node.js"", ""statistics"", ""tableau"", ""Docker""]","[""Project Management"", ""JavaScript"", ""Statistics"", ""Tableau"", ""Docker""]",2024-01-08
J00862,CO0117,Entry Healthcare Role,Entry,"Los Angeles, CA",Healthcare,59787,55000,80000,"[""r"", ""data analytics"", ""communication"", ""AWS"", ""js""]","[""R"", ""Data Analysis"", ""Communication"", ""Cloud"", ""JavaScript""]",2024-01-29
J00863,CO0112,Entry Healthcare Role,Entry,"Seattle, WA",Healthcare,71230,70000,95000,"[""excel"", ""TensorFlow"", ""Machine Learning""]","[""Excel"", ""TensorFlow"", ""Machine Learning""]",2024-02-29
J00864,CO0030,Mid Consulting Role,Mid,Remote,Consulting,95918,88000,123000,"[""kubernetes"", ""machine learning""]","[""Docker"", ""Machine Learning""]",2024-02-03
J00865,CO0155,Lead Consulting Role,Lead,"Boston, MA",Consulting,172394,157000,217000,"[""Excel"", ""SQL""]","[""Excel"", ""SQL""]",2024-02-05
J00866,CO0032,Mid Consulting Role,Mid,"Atlanta, GA",Consulting,95394,75000,110000,"[""text mining"", ""ML"", ""r"", ""java""]","[""NLP"", ""Machine Learning"", ""R"", ""Java""]",2024-01-06
J00867,CO0033,Mid Manufacturing Role,Mid,"San Francisco, CA",Manufacturing,100869,90000,125000,"[""Statistics"", ""postgres""]","[""Statistics"", ""SQL""]",2024-02-20
J00868,CO0049,Entry Transportation Role,Entry,"Seattle, WA",Transportation,60399,60000,85000,"[""AWS"", ""kubernetes"", ""Machine Learning"", ""postgres"", ""Communication""]","[""Cloud"", ""Docker"", ""Machine Learning"", ""SQL"", ""Communication""]",2024-01-04
J00869,CO0067,Senior Finance Role,Senior,Remote,Finance,114670,113000,153000,"[""Machine Learning"", ""kubernetes""]","[""Machine Learning"", ""Docker""]",2024-01-28
J00870,CO0017,Lead Finance Role,Lead,"New York, NY",Finance,194150,158000,218000,"[""R programming"", ""Project Management"", ""Java""]","[""R"", ""Project Management"", ""Java""]",2024-02-07
J00871,CO0021,Entry Finance Role,Entry,"San Francisco, CA",Finance,82647,70000,95000,"[""dataviz"", ""statistics""]","[""Tableau"", ""Statistics""]",2024-01-02
J00872,CO0086,Entry Manufacturing Role,Entry,"Boston, MA",Manufacturing,65082,62000,87000,"[""nlp"", ""people management"", ""data analysis"", ""tf"", ""Communication""]","[""NLP"", ""Leadership"", ""Data Analysis"", ""TensorFlow"", ""Communication""]",2024-02-14
J00873,CO0163,Lead Education Role,Lead,"San Francisco, CA",Education,233266,175000,235000,"[""tensorflow"", ""Communication""]","[""TensorFlow"", ""Communication""]",2024-01-22
J00874,CO0119,Mid Consulting Role,Mid,"New York, NY",Consulting,123373,93000,128000,"[""docker"", ""python"", ""R"", ""ML""]","[""Docker"", ""Python"", ""R"", ""Machine Learning""]",2024-01-18
J00875,CO0037,Lead Energy Role,Lead,"New York, NY",Energy,155091,153000,213000,"[""presentation"", ""Python""]","[""Communication"", ""Python""]",2024-01-06
J00876,CO0136,Mid Media Role,Mid,Remote,Media,132435,98000,133000,"[""R"", ""data visualization""]","[""R"", ""Tableau""]",2024-01-07
J00877,CO0173,Senior Media Role,Senior,"Atlanta, GA",Media,115075,115000,155000,"[""node.js"", ""Statistics"", ""PostgreSQL""]","[""JavaScript"", ""Statistics"", ""SQL""]",2024-02-02
J00878,CO0182,Lead Media Role,Lead,"Atlanta, GA",Media,176612,145000,205000,"[""leadership"", ""spreadsheets"", ""data analysis"", ""statistical analysis"", ""Communication""]","[""Leadership"", ""Excel"", ""Data Analysis"", ""Statistics"", ""Communication""]",2024-01-03
J00879,CO0038,Lead Education Role,Lead,"Austin, TX",Education,184625,150000,210000,"[""Data Analysis"", ""Leadership"", ""k8s"", ""ML"", ""node.js""]","[""Data Analysis"", ""Leadership"", ""Docker"", ""Machine Learning"", ""JavaScript""]",2024-01-28
J00880,CO0066,Mid Manufacturing Role,Mid,"Boston, MA",Manufacturing,111260,102000,137000,"[""tensorflow"", ""tableau"", ""Excel"", ""JavaScript""]","[""TensorFlow"", ""Tableau"", ""Excel"", ""JavaScript""]",2024-01-04
J00881,CO0194,Entry Retail Role,Entry,"Denver, CO",Retail,76097,58000,83000,"[""NLP"", ""tensorflow""]","[""NLP"", ""TensorFlow""]",2024-02-05
J00882,CO0073,Senior Retail Role,Senior,"Los Angeles, CA",Retail,123548,120000,160000,"[""py"", ""Tableau"", ""Machine Learning"", ""NLP""]","[""Python"", ""Tableau"", ""Machine Learning"", ""NLP""]",2024-01-21
J00883,CO0006,Senior Consulting Role,Senior,"Boston, MA",Consulting,161967,137000,177000,"[""excel"", ""Python""]","[""Excel"", ""Python""]",2024-02-17
J00884,CO0136,Entry Media Role,Entry,"New York, NY",Media,89992,83000,108000,"[""project management"", ""people management"", ""Excel"", ""dataviz"", ""AI/ML""]","[""Project Management"", ""Leadership"", ""Excel"", ""Tableau"", ""Machine Learning""]",2024-02-03
J00885,CO0017,Lead Finance Role,Lead,"New York, NY",Finance,198726,158000,218000,"[""AI/ML"", ""people management""]","[""Machine Learning"", ""Leadership""]",2024-01-17
J00886,CO0084,Lead Technology Role,Lead,"Austin, TX",Technology,161058,140000,200000,"[""gcp"", ""Statistics"", ""tf"", ""R programming"", ""Communication""]","[""Cloud"", ""Statistics"", ""TensorFlow"", ""R"", ""Communication""]",2024-01-09
J00887,CO0092,Lead Transportation Role,Lead,"Los Angeles, CA",Transportation,156219,155000,215000,"[""SQL"", ""py"", ""cloud""]","[""SQL"", ""Python"", ""Cloud""]",2024-01-31
J00888,CO0075,Entry Manufacturing Role,Entry,"San Francisco, CA",Manufacturing,86389,65000,90000,"[""pytorch"", ""natural language processing"", ""Java"", ""MySQL""]","[""TensorFlow"", ""NLP"", ""Java"", ""SQL""]",2024-02-06
J00889,CO0009,Senior Energy Role,Senior,"Boston, MA",Energy,143217,122000,162000,"[""natural language processing"", ""machine learning""]","[""NLP"", ""Machine Learning""]",2024-02-09
